Taxa Selic - Dados diários;Filtros aplicados: Data inicial: 02/01/2020 / Data final: 30/09/2025.;;;;;;;;;
Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Taxa média;Taxa mediana;Taxa modal;Desvio padrão;Índice de curtose;
19/05/2022;12,65;1,00047279;1.343.417.063.554,64;716;12,65;12,64;12,65;0,0208;415,1987;
18/05/2022;12,65;1,00047279;1.345.152.704.023,67;712;12,65;12,64;12,65;0,0213;379,2361;
17/05/2022;12,65;1,00047279;1.377.426.316.310,42;751;12,65;12,64;12,65;0,0209;385,3227;
16/05/2022;12,65;1,00047279;1.363.158.674.604,87;766;12,65;12,64;12,65;0,0214;358,8353;
13/05/2022;12,65;1,00047279;1.375.333.830.773,42;761;12,65;12,64;12,65;0,0204;403,5585;
12/05/2022;12,65;1,00047279;1.382.436.796.954,4;727;12,65;12,64;12,65;0,0198;486,3791;
11/05/2022;12,65;1,00047279;1.394.844.930.407,34;724;12,65;12,64;12,65;0,0201;544,8066;
10/05/2022;12,65;1,00047279;1.394.657.907.629,83;776;12,65;12,64;12,65;0,0201;456,4029;
09/05/2022;12,65;1,00047279;1.369.029.995.589,01;764;12,65;12,64;12,65;0,0215;935,8455;
06/05/2022;12,65;1,00047279;1.352.425.947.810,88;736;12,65;12,64;12,65;0,0199;523,4762;
05/05/2022;12,65;1,00047279;1.346.910.634.385,16;746;12,65;12,64;12,65;0,0308;3929,0592;
04/05/2022;11,65;1,00043739;1.307.323.242.237,63;758;11,65;11,64;11,65;0,0212;927,7495;
03/05/2022;11,65;1,00043739;1.340.455.926.754,91;756;11,65;11,64;11,65;0,0212;473,3092;
02/05/2022;11,65;1,00043739;1.295.954.568.878,85;730;11,65;11,64;11,65;0,0218;445,7865;
29/04/2022;11,65;1,00043739;1.287.954.036.110,53;757;11,65;11,64;11,65;0,0255;245,8381;
28/04/2022;11,65;1,00043739;1.332.855.224.006,89;740;11,65;11,64;11,65;0,0253;4928,2986;
27/04/2022;11,65;1,00043739;1.308.663.473.021,92;748;11,65;11,64;11,65;0,0262;5892,7155;
26/04/2022;11,65;1,00043739;1.325.792.192.611,73;750;11,65;11,64;11,65;0,0208;405,0690;
25/04/2022;11,65;1,00043739;1.331.397.860.366,92;744;11,65;11,64;11,65;0,0216;368,8336;
22/04/2022;11,65;1,00043739;1.286.926.534.937,54;731;11,65;11,64;11,65;0,0204;392,9287;
20/04/2022;11,65;1,00043739;1.329.643.349.791,67;729;11,65;11,64;11,65;0,0231;38072,6235;
19/04/2022;11,65;1,00043739;1.349.621.499.360,81;705;11,65;11,64;11,65;0,0206;384,5568;
18/04/2022;11,65;1,00043739;1.361.148.162.667,41;756;11,65;11,64;11,65;0,0208;369,8328;
14/04/2022;11,65;1,00043739;1.365.386.413.670,13;737;11,65;11,64;11,65;0,0200;420,8607;
13/04/2022;11,65;1,00043739;1.362.296.086.245;743;11,65;11,64;11,65;0,0209;366,0697;
12/04/2022;11,65;1,00043739;1.401.790.962.820,43;766;11,65;11,64;11,65;0,0209;377,9230;
11/04/2022;11,65;1,00043739;1.379.582.117.530,15;741;11,65;11,64;11,65;0,0214;340,6927;
08/04/2022;11,65;1,00043739;1.377.318.404.207,24;727;11,65;11,64;11,65;0,0208;394,7288;
07/04/2022;11,65;1,00043739;1.379.744.470.229,28;723;11,65;11,64;11,65;0,0187;476,7816;
06/04/2022;11,65;1,00043739;1.362.769.502.062,61;738;11,65;11,64;11,65;0,0197;415,9415;
05/04/2022;11,65;1,00043739;1.365.273.702.824,46;726;11,65;11,64;11,65;0,0201;443,8153;
04/04/2022;11,65;1,00043739;1.364.939.514.336,66;751;11,65;11,64;11,65;0,0215;439,3195;
01/04/2022;11,65;1,00043739;1.351.422.662.141,8;747;11,65;11,64;11,65;0,0213;476,3170;
31/03/2022;11,65;1,00043739;1.224.889.460.405,65;708;11,65;11,64;11,65;0,0231;297,3323;
30/03/2022;11,65;1,00043739;1.232.138.388.631;739;11,65;11,64;11,65;0,0219;633,8724;
29/03/2022;11,65;1,00043739;1.249.158.379.120,12;776;11,65;11,64;11,65;0,0243;754,3788;
28/03/2022;11,65;1,00043739;1.240.011.207.087,55;725;11,65;11,64;11,65;0,0235;491,1055;
25/03/2022;11,65;1,00043739;1.287.321.900.168,26;751;11,65;11,64;11,65;0,0210;696,4963;
24/03/2022;11,65;1,00043739;1.287.543.489.769,76;728;11,65;11,64;11,65;0,0207;408,2921;
23/03/2022;11,65;1,00043739;1.303.075.074.362,18;700;11,65;11,64;11,65;0,0210;384,9559;
22/03/2022;11,65;1,00043739;1.315.656.930.246,1;738;11,65;11,64;11,65;0,0212;383,2871;
21/03/2022;11,65;1,00043739;1.315.895.030.115,99;693;11,65;11,64;11,65;0,0276;678,8708;
18/03/2022;11,65;1,00043739;1.349.673.730.825,23;732;11,65;11,64;11,65;0,0279;661,9434;
17/03/2022;11,65;1,00043739;1.380.608.260.469,66;701;11,65;11,64;11,65;0,0247;532,5842;
16/03/2022;10,65;1,00040168;1.389.761.134.861,47;719;10,65;10,64;10,65;0,0227;724,4802;
15/03/2022;10,65;1,00040168;1.384.877.746.683,83;727;10,65;10,64;10,65;0,0219;371,7347;
14/03/2022;10,65;1,00040168;1.354.480.169.092,84;718;10,65;10,64;10,65;0,0216;370,8459;
11/03/2022;10,65;1,00040168;1.370.119.513.865,82;741;10,65;10,64;10,65;0,0235;285,5206;
10/03/2022;10,65;1,00040168;1.380.423.981.932,09;726;10,65;10,64;10,65;0,0214;425,0998;
09/03/2022;10,65;1,00040168;1.379.974.971.265,57;708;10,65;10,64;10,65;0,0208;435,0873;
08/03/2022;10,65;1,00040168;1.389.445.176.666,94;727;10,65;10,64;10,65;0,0260;241,6741;
07/03/2022;10,65;1,00040168;1.384.381.315.038,74;771;10,65;10,64;10,65;0,0213;404,7676;
04/03/2022;10,65;1,00040168;1.369.594.964.346,96;796;10,65;10,64;10,65;0,0225;324,5094;
03/03/2022;10,65;1,00040168;1.383.221.423.361,66;781;10,65;10,64;10,65;0,0238;273,4995;
02/03/2022;10,65;1,00040168;1.341.080.634.633,25;835;10,65;10,64;10,65;0,0327;118,4592;
25/02/2022;10,65;1,00040168;1.073.155.561.826,75;898;10,65;10,64;10,65;0,0256;246,2396;
24/02/2022;10,65;1,00040168;1.067.178.848.681,99;778;10,65;10,64;10,65;0,0225;386,7959;
23/02/2022;10,65;1,00040168;1.080.295.848.739,9;752;10,65;10,64;10,65;0,0235;342,8682;
22/02/2022;10,65;1,00040168;1.104.458.146.798,33;767;10,65;10,64;10,65;0,0235;329,0719;
21/02/2022;10,65;1,00040168;1.095.880.821.592,94;762;10,65;10,64;10,65;0,0240;294,3392;
18/02/2022;10,65;1,00040168;1.136.048.552.940,04;772;10,65;10,64;10,65;0,0222;436,1852;
17/02/2022;10,65;1,00040168;1.148.191.327.012,33;755;10,65;10,64;10,65;0,0232;346,1540;
16/02/2022;10,65;1,00040168;1.168.876.559.857,6;738;10,65;10,64;10,65;0,0220;418,9147;
15/02/2022;10,65;1,00040168;1.182.135.455.816,72;735;10,65;10,64;10,65;0,0233;336,9033;
14/02/2022;10,65;1,00040168;1.160.454.359.284,6;770;10,65;10,64;10,65;0,0250;856,5828;
11/02/2022;10,65;1,00040168;1.164.681.410.632,9;754;10,65;10,64;10,65;0,0235;1281,1156;
10/02/2022;10,65;1,00040168;1.162.459.912.531,79;755;10,65;10,64;10,65;0,0240;298,6208;
09/02/2022;10,65;1,00040168;1.153.217.247.800,95;755;10,65;10,64;10,65;0,0224;352,4237;
08/02/2022;10,65;1,00040168;1.137.545.396.485,84;776;10,65;10,64;10,65;0,0250;259,3124;
07/02/2022;10,65;1,00040168;1.130.284.241.984,46;735;10,65;10,64;10,65;0,0239;279,9169;
04/02/2022;10,65;1,00040168;1.128.595.782.054;796;10,65;10,64;10,65;0,0248;281,8275;
03/02/2022;10,65;1,00040168;1.151.113.819.726,29;771;10,65;10,64;10,65;0,0742;18067,9806;
02/02/2022;9,15;1,00034749;1.129.999.222.015,17;753;9,15;9,14;9,15;0,0215;261,9390;
01/02/2022;9,15;1,00034749;1.138.102.679.720,1;775;9,15;9,14;9,15;0,0216;258,0500;
31/01/2022;9,15;1,00034749;1.159.284.323.242,77;812;9,15;9,14;9,15;0,0231;214,8340;
28/01/2022;9,15;1,00034749;1.185.552.079.266,43;783;9,15;9,14;9,15;0,0212;262,0606;
27/01/2022;9,15;1,00034749;1.188.742.330.276,95;807;9,15;9,14;9,15;0,0218;249,0338;
26/01/2022;9,15;1,00034749;1.183.388.372.215,27;806;9,15;9,14;9,15;0,0216;268,2158;
25/01/2022;9,15;1,00034749;1.216.927.609.795,2;784;9,15;9,14;9,15;0,0202;317,5320;
24/01/2022;9,15;1,00034749;1.219.275.218.056,92;787;9,15;9,14;9,15;0,0204;294,7375;
21/01/2022;9,15;1,00034749;1.203.766.044.972,79;812;9,15;9,14;9,15;0,0201;237,4253;
20/01/2022;9,15;1,00034749;1.257.533.081.400,56;793;9,15;9,14;9,15;0,0197;320,7937;
19/01/2022;9,15;1,00034749;1.281.752.861.958,8;803;9,15;9,14;9,15;0,0193;347,9610;
18/01/2022;9,15;1,00034749;1.299.846.481.187,45;786;9,15;9,14;9,15;0,0207;282,9119;
17/01/2022;9,15;1,00034749;1.285.559.058.945,33;808;9,15;9,14;9,15;0,0206;283,3724;
14/01/2022;9,15;1,00034749;1.281.742.919.890,39;797;9,15;9,14;9,15;0,0211;277,3779;
13/01/2022;9,15;1,00034749;1.303.243.396.942,93;781;9,15;9,14;9,15;0,0190;352,1204;
12/01/2022;9,15;1,00034749;1.309.784.702.676,82;824;9,15;9,14;9,15;0,0194;344,1961;
11/01/2022;9,15;1,00034749;1.355.560.468.027,6;768;9,15;9,14;9,15;0,0190;368,9094;
10/01/2022;9,15;1,00034749;1.334.426.120.961,79;829;9,15;9,14;9,15;0,0190;360,8218;
07/01/2022;9,15;1,00034749;1.348.755.390.778,67;790;9,15;9,14;9,15;0,0192;356,6310;
06/01/2022;9,15;1,00034749;1.338.301.006.043,46;762;9,15;9,14;9,15;0,0193;350,9278;
05/01/2022;9,15;1,00034749;1.330.183.162.317,84;839;9,15;9,14;9,15;0,0204;306,9593;
04/01/2022;9,15;1,00034749;1.336.490.192.121,41;780;9,15;9,14;9,15;0,0235;213,4983;
03/01/2022;9,15;1,00034749;1.312.856.210.297,16;827;9,15;9,14;9,15;0,0217;247,1440;
31/12/2021;9,15;1,00034749;980.678.531.706,4;142;9,15;9,15;9,15;0,0176;367,4694;
30/12/2021;9,15;1,00034749;1.004.921.876.080,05;201;9,15;9,15;9,15;0,0217;163,9902;
29/12/2021;9,15;1,00034749;1.111.620.648.725,49;791;9,15;9,14;9,15;0,0237;223,1298;
28/12/2021;9,15;1,00034749;1.115.080.204.356,67;779;9,15;9,14;9,15;0,0223;260,4015;
27/12/2021;9,15;1,00034749;1.127.542.307.322,32;814;9,15;9,14;9,15;0,0230;181,8904;
24/12/2021;9,15;1,00034749;1.067.174.930.038,87;343;9,15;9,15;9,15;0,0238;189,2699;
23/12/2021;9,15;1,00034749;1.073.399.941.922,86;309;9,15;9,15;9,15;0,0196;370,5124;
22/12/2021;9,15;1,00034749;1.183.573.365.238,32;798;9,15;9,14;9,15;0,0226;272,7819;
21/12/2021;9,15;1,00034749;1.209.192.259.697,53;848;9,15;9,14;9,15;0,0257;212,7463;
20/12/2021;9,15;1,00034749;1.222.118.218.500,38;811;9,15;9,14;9,15;0,0212;314,4669;
17/12/2021;9,15;1,00034749;1.245.628.914.443,92;842;9,15;9,14;9,15;0,0226;246,4753;
16/12/2021;9,15;1,00034749;1.290.416.288.939,5;825;9,15;9,14;9,15;0,0215;306,1263;
15/12/2021;9,15;1,00034749;1.283.112.680.611,02;962;9,15;9,14;9,15;0,0314;121,4978;
14/12/2021;9,15;1,00034749;1.291.830.390.236,01;810;9,15;9,14;9,15;0,0215;280,5102;
13/12/2021;9,15;1,00034749;1.301.564.366.236,86;753;9,15;9,14;9,15;0,0241;217,4113;
10/12/2021;9,15;1,00034749;1.318.290.291.911,23;772;9,15;9,14;9,15;0,0224;270,1947;
09/12/2021;9,15;1,00034749;1.296.853.047.498,67;760;9,15;9,14;9,15;0,0195;666,7346;
08/12/2021;7,65;1,00029256;1.249.690.253.957,72;788;7,65;7,64;7,65;0,0147;589,1494;
07/12/2021;7,65;1,00029256;1.284.096.898.228,5;823;7,65;7,64;7,65;0,0139;715,2894;
06/12/2021;7,65;1,00029256;1.271.760.918.154,44;788;7,65;7,64;7,65;0,0138;715,2512;
03/12/2021;7,65;1,00029256;1.290.984.887.456,49;829;7,65;7,64;7,65;0,0135;795,9781;
02/12/2021;7,65;1,00029256;1.294.881.851.361,29;824;7,65;7,64;7,65;0,0139;708,9808;
01/12/2021;7,65;1,00029256;1.289.566.471.612,02;819;7,65;7,64;7,65;0,0142;667,1545;
30/11/2021;7,65;1,00029256;1.238.002.368.994,44;789;7,65;7,64;7,65;0,0145;657,1110;
29/11/2021;7,65;1,00029256;1.253.346.216.575,19;761;7,65;7,64;7,65;0,0144;678,6645;
26/11/2021;7,65;1,00029256;1.243.193.233.877,42;820;7,65;7,64;7,65;0,0148;630,0299;
25/11/2021;7,65;1,00029256;1.269.744.083.349,13;791;7,65;7,64;7,65;0,0136;830,9761;
24/11/2021;7,65;1,00029256;1.290.513.852.331,84;823;7,65;7,64;7,65;0,0139;750,9528;
23/11/2021;7,65;1,00029256;1.301.891.012.659,91;776;7,65;7,64;7,65;0,0140;682,4496;
22/11/2021;7,65;1,00029256;1.304.601.833.024,79;805;7,65;7,64;7,65;0,0141;670,4360;
19/11/2021;7,65;1,00029256;1.347.704.555.718,17;756;7,65;7,64;7,65;0,0143;774,1372;
18/11/2021;7,65;1,00029256;1.374.150.947.275,48;809;7,65;7,64;7,65;0,0133;1203,5549;
17/11/2021;7,65;1,00029256;1.369.052.434.917,14;805;7,65;7,64;7,65;0,0142;938,9671;
16/11/2021;7,65;1,00029256;1.376.402.500.615,03;826;7,65;7,64;7,65;0,0141;957,2076;
12/11/2021;7,65;1,00029256;1.363.796.947.100,02;787;7,65;7,64;7,65;0,0138;1020,6081;
11/11/2021;7,65;1,00029256;1.398.935.077.564,77;812;7,65;7,64;7,65;0,0137;1003,2677;
10/11/2021;7,65;1,00029256;1.386.789.099.535,66;783;7,65;7,64;7,65;0,0135;1046,7308;
09/11/2021;7,65;1,00029256;1.390.104.425.853,29;803;7,65;7,64;7,65;0,0133;1105,2528;
08/11/2021;7,65;1,00029256;1.366.638.018.098,19;815;7,65;7,64;7,65;0,0141;888,9507;
05/11/2021;7,65;1,00029256;1.350.898.641.286,19;806;7,65;7,64;7,65;0,0143;871,5552;
04/11/2021;7,65;1,00029256;1.378.188.335.605,15;793;7,65;7,64;7,65;0,0142;895,1011;
03/11/2021;7,65;1,00029256;1.381.288.043.256,31;816;7,65;7,64;7,65;0,0152;697,9088;
01/11/2021;7,65;1,00029256;1.375.109.348.518,1;823;7,65;7,64;7,65;0,0151;711,3534;
29/10/2021;7,65;1,00029256;1.395.181.372.125,31;809;7,65;7,64;7,65;0,0149;764,0136;
28/10/2021;7,65;1,00029256;1.415.137.509.264,89;784;7,65;7,64;7,65;0,0313;1843,8004;
27/10/2021;6,15;1,00023687;1.394.563.319.397,64;812;6,15;6,14;6,15;0,0139;1037,2121;
26/10/2021;6,15;1,00023687;1.407.894.117.266,26;788;6,15;6,14;6,15;0,0143;887,5295;
25/10/2021;6,15;1,00023687;1.450.817.599.873,61;809;6,15;6,14;6,15;0,0138;958,8943;
22/10/2021;6,15;1,00023687;1.447.056.594.010,04;802;6,15;6,14;6,15;0,0144;842,1439;
21/10/2021;6,15;1,00023687;1.460.592.645.826,24;813;6,15;6,14;6,15;0,0141;919,9831;
20/10/2021;6,15;1,00023687;1.522.801.465.837,74;803;6,15;6,14;6,15;0,0138;1101,7301;
19/10/2021;6,15;1,00023687;1.523.504.247.324,92;777;6,15;6,14;6,15;0,0146;790,9984;
18/10/2021;6,15;1,00023687;1.498.603.797.410,2;740;6,15;6,14;6,15;0,0140;963,4420;
15/10/2021;6,15;1,00023687;1.515.583.736.743,97;852;6,15;6,14;6,15;0,0144;794,5890;
14/10/2021;6,15;1,00023687;1.564.006.422.708,61;820;6,15;6,14;6,15;0,0129;822,5446;
13/10/2021;6,15;1,00023687;1.555.089.429.104,07;831;6,15;6,14;6,15;0,0147;2029,6858;
11/10/2021;6,15;1,00023687;1.552.238.889.726,66;819;6,15;6,14;6,15;0,0127;855,2327;
08/10/2021;6,15;1,00023687;1.563.989.760.192,21;831;6,15;6,14;6,15;0,0136;684,9764;
07/10/2021;6,15;1,00023687;1.588.124.034.406,66;836;6,15;6,14;6,15;0,0123;939,1689;
06/10/2021;6,15;1,00023687;1.571.910.725.891,82;848;6,15;6,14;6,15;0,0126;882,2514;
05/10/2021;6,15;1,00023687;1.592.561.206.090,23;819;6,15;6,14;6,15;0,0130;765,2294;
04/10/2021;6,15;1,00023687;1.565.044.685.872,96;813;6,15;6,14;6,15;0,0137;689,9819;
01/10/2021;6,15;1,00023687;1.575.491.537.405,7;807;6,15;6,14;6,15;0,0135;736,1622;
30/09/2021;6,15;1,00023687;1.261.214.113.830,54;787;6,15;6,14;6,15;0,0167;400,6531;
29/09/2021;6,15;1,00023687;1.260.747.013.208,75;764;6,15;6,14;6,15;0,0153;528,7852;
28/09/2021;6,15;1,00023687;1.258.478.007.362,22;813;6,15;6,14;6,15;0,0143;687,9669;
27/09/2021;6,15;1,00023687;1.251.494.117.541,57;797;6,15;6,14;6,15;0,0155;529,9664;
24/09/2021;6,15;1,00023687;1.280.998.071.609,71;823;6,15;6,14;6,15;0,0139;1081,2466;
23/09/2021;6,15;1,00023687;1.310.361.002.980,37;842;6,15;6,14;6,15;0,0140;755,7920;
22/09/2021;5,15;1,00019930;1.245.752.979.259,84;820;5,15;5,14;5,15;0,0142;762,1114;
21/09/2021;5,15;1,00019930;1.331.132.845.707,69;825;5,15;5,14;5,15;0,0153;563,5002;
20/09/2021;5,15;1,00019930;1.356.408.012.095,13;761;5,15;5,14;5,15;0,0139;770,5254;
17/09/2021;5,15;1,00019930;1.338.387.816.924,98;780;5,15;5,14;5,15;0,0138;833,1522;
16/09/2021;5,15;1,00019930;1.370.916.698.800,85;794;5,15;5,14;5,15;0,0142;627,0022;
15/09/2021;5,15;1,00019930;1.369.850.719.500,17;829;5,15;5,14;5,15;0,0138;814,2535;
14/09/2021;5,15;1,00019930;1.376.530.900.994,42;808;5,15;5,14;5,15;0,0141;744,2590;
13/09/2021;5,15;1,00019930;1.375.745.638.677,51;809;5,15;5,14;5,15;0,0149;668,6891;
10/09/2021;5,15;1,00019930;1.383.791.388.116,08;826;5,15;5,14;5,15;0,0151;623,3879;
09/09/2021;5,15;1,00019930;1.394.802.728.380,2;823;5,15;5,14;5,15;0,0150;387,3615;
08/09/2021;5,15;1,00019930;1.378.925.041.282,48;794;5,15;5,14;5,15;0,0143;423,1586;
06/09/2021;5,15;1,00019930;1.377.638.327.912,05;810;5,15;5,14;5,15;0,0142;362,8721;
03/09/2021;5,15;1,00019930;1.376.088.407.031,37;790;5,15;5,14;5,15;0,0140;476,2839;
02/09/2021;5,15;1,00019930;1.417.376.938.607,5;826;5,15;5,14;5,15;0,0145;437,4669;
01/09/2021;5,15;1,00019930;1.380.376.657.821,38;804;5,15;5,14;5,15;0,0160;319,8343;
31/08/2021;5,15;1,00019930;1.143.168.109.560,02;984;5,15;5,14;5,15;0,0182;228,7320;
30/08/2021;5,15;1,00019930;1.138.886.735.677,5;942;5,15;5,14;5,15;0,0172;269,3171;
27/08/2021;5,15;1,00019930;1.142.650.406.166,27;858;5,15;5,14;5,15;0,0159;347,6761;
26/08/2021;5,15;1,00019930;1.159.480.604.462,25;830;5,15;5,14;5,15;0,0152;411,1709;
25/08/2021;5,15;1,00019930;1.155.563.227.311,53;804;5,15;5,14;5,15;0,0161;330,0849;
24/08/2021;5,15;1,00019930;1.173.630.449.092,06;825;5,15;5,14;5,15;0,0155;359,4949;
23/08/2021;5,15;1,00019930;1.186.317.084.487,63;839;5,15;5,14;5,15;0,0151;365,9926;
20/08/2021;5,15;1,00019930;1.210.431.117.236,55;831;5,15;5,14;5,15;0,0149;384,8146;
19/08/2021;5,15;1,00019930;1.236.244.106.964,97;825;5,15;5,14;5,15;0,0142;453,5894;
18/08/2021;5,15;1,00019930;1.225.253.349.565,36;829;5,15;5,14;5,15;0,0150;390,5098;
17/08/2021;5,15;1,00019930;1.212.773.683.658,03;786;5,15;5,14;5,15;0,0153;372,4281;
16/08/2021;5,15;1,00019930;1.202.352.336.214,65;794;5,15;5,14;5,15;0,0155;359,1611;
13/08/2021;5,15;1,00019930;1.196.458.683.925,41;796;5,15;5,14;5,15;0,0159;306,2319;
12/08/2021;5,15;1,00019930;1.217.385.203.720,02;818;5,15;5,14;5,15;0,0155;329,5267;
11/08/2021;5,15;1,00019930;1.206.789.074.209,63;846;5,15;5,14;5,15;0,0163;270,7867;
10/08/2021;5,15;1,00019930;1.221.103.106.860,04;808;5,15;5,14;5,15;0,0159;286,5293;
09/08/2021;5,15;1,00019930;1.221.483.336.791,8;791;5,15;5,14;5,15;0,0147;357,4279;
06/08/2021;5,15;1,00019930;1.201.133.440.131,74;817;5,15;5,14;5,15;0,0290;910,2664;
05/08/2021;5,15;1,00019930;1.215.795.523.867,89;770;5,15;5,14;5,15;0,0186;1400,3918;
04/08/2021;4,15;1,00016137;1.180.236.278.874,46;798;4,15;4,14;4,15;0,0145;420,4968;
03/08/2021;4,15;1,00016137;1.209.867.433.857,18;827;4,15;4,14;4,15;0,0152;357,4416;
02/08/2021;4,15;1,00016137;1.199.310.319.883,86;963;4,15;4,14;4,15;0,0167;245,4735;
30/07/2021;4,15;1,00016137;1.169.362.166.916,47;1122;4,15;4,14;4,15;0,0199;144,4179;
29/07/2021;4,15;1,00016137;1.204.974.090.906,58;770;4,15;4,14;4,15;0,0154;325,9619;
28/07/2021;4,15;1,00016137;1.213.412.404.862,83;807;4,15;4,14;4,15;0,0160;306,1756;
27/07/2021;4,15;1,00016137;1.217.794.613.295,93;751;4,15;4,14;4,15;0,0156;342,9380;
26/07/2021;4,15;1,00016137;1.220.749.225.081,3;806;4,15;4,14;4,15;0,0152;381,7233;
23/07/2021;4,15;1,00016137;1.244.129.362.973,2;831;4,15;4,14;4,15;0,0149;411,5192;
22/07/2021;4,15;1,00016137;1.274.055.421.303,24;810;4,15;4,14;4,15;0,0152;390,5674;
21/07/2021;4,15;1,00016137;1.285.277.246.911,27;831;4,15;4,14;4,15;0,0146;468,4428;
20/07/2021;4,15;1,00016137;1.348.390.624.878,75;805;4,15;4,14;4,15;0,0146;480,0465;
19/07/2021;4,15;1,00016137;1.324.334.092.928,54;761;4,15;4,14;4,15;0,0151;409,9052;
16/07/2021;4,15;1,00016137;1.327.718.073.584,18;779;4,15;4,14;4,15;0,0144;477,9217;
15/07/2021;4,15;1,00016137;1.355.069.533.224,87;785;4,15;4,14;4,15;0,0148;455,2722;
14/07/2021;4,15;1,00016137;1.354.229.362.424,73;791;4,15;4,14;4,15;0,0149;424,4021;
13/07/2021;4,15;1,00016137;1.375.978.404.184,9;836;4,15;4,14;4,15;0,0144;453,1359;
12/07/2021;4,15;1,00016137;1.353.098.951.254,12;817;4,15;4,14;4,15;0,0169;253,8002;
09/07/2021;4,15;1,00016137;1.313.248.199.939,7;688;4,15;4,14;4,15;0,0118;422,8651;
08/07/2021;4,15;1,00016137;1.351.038.271.850,5;594;4,15;4,14;4,15;0,0118;419,6074;
07/07/2021;4,15;1,00016137;1.378.638.596.364,81;760;4,15;4,14;4,15;0,0176;963,1507;
06/07/2021;4,15;1,00016137;1.368.165.138.617,8;842;4,15;4,14;4,15;0,0146;411,8058;
05/07/2021;4,15;1,00016137;1.373.375.748.259,55;860;4,15;4,14;4,15;0,0142;464,9200;
02/07/2021;4,15;1,00016137;1.379.903.649.256,83;860;4,15;4,14;4,15;0,0154;362,6722;
01/07/2021;4,15;1,00016137;1.339.792.041.299,27;864;4,15;4,14;4,15;0,0164;298,4435;
30/06/2021;4,15;1,00016137;1.148.193.059.422,29;896;4,15;4,14;4,15;0,0179;249,4293;
29/06/2021;4,15;1,00016137;1.143.759.763.331,04;827;4,15;4,14;4,15;0,0177;267,1128;
28/06/2021;4,15;1,00016137;1.158.702.639.366,24;789;4,15;4,14;4,15;0,0163;358,0883;
25/06/2021;4,15;1,00016137;1.169.943.386.310,85;795;4,15;4,14;4,15;0,0160;384,2652;
24/06/2021;4,15;1,00016137;1.188.326.828.752,95;778;4,15;4,14;4,15;0,0158;409,6871;
23/06/2021;4,15;1,00016137;1.202.094.178.713,83;806;4,15;4,14;4,15;0,0150;517,4179;
22/06/2021;4,15;1,00016137;1.208.957.209.694,54;845;4,15;4,14;4,15;0,0160;416,1653;
21/06/2021;4,15;1,00016137;1.210.715.001.970,87;837;4,15;4,14;4,15;0,0155;602,7283;
18/06/2021;4,15;1,00016137;1.239.697.741.824,17;843;4,15;4,14;4,15;0,0152;515,0564;
17/06/2021;4,15;1,00016137;1.264.782.894.006,17;782;4,15;4,14;4,15;0,0150;509,6955;
16/06/2021;3,4;1,00013269;1.236.563.462.980,57;814;3,4;3,39;3,4;0,0157;1113,4649;
15/06/2021;3,4;1,00013269;1.252.504.262.068,27;800;3,4;3,39;3,4;0,0149;537,6421;
14/06/2021;3,4;1,00013269;1.245.971.109.633,14;777;3,4;3,39;3,4;0,0148;494,7636;
11/06/2021;3,4;1,00013269;1.244.581.859.005,49;790;3,4;3,39;3,4;0,0146;555,8325;
10/06/2021;3,4;1,00013269;1.282.129.508.356,63;783;3,4;3,39;3,4;0,0151;425,3482;
09/06/2021;3,4;1,00013269;1.259.116.855.303,28;775;3,4;3,39;3,4;0,0152;440,3210;
08/06/2021;3,4;1,00013269;1.264.882.881.028,29;804;3,4;3,39;3,4;0,0154;419,4005;
07/06/2021;3,4;1,00013269;1.257.620.329.738,81;745;3,4;3,39;3,4;0,0151;420,0738;
04/06/2021;3,4;1,00013269;1.249.163.538.962,75;744;3,4;3,39;3,4;0,0143;462,4268;
02/06/2021;3,4;1,00013269;1.280.440.076.801,83;795;3,4;3,39;3,4;0,0148;410,2649;
01/06/2021;3,4;1,00013269;1.261.018.471.826,54;769;3,4;3,39;3,4;0,0158;319,0188;
31/05/2021;3,4;1,00013269;1.238.397.020.502,94;799;3,4;3,39;3,4;0,0158;343,9492;
28/05/2021;3,4;1,00013269;1.252.896.600.396,81;796;3,4;3,39;3,4;0,0145;470,6778;
27/05/2021;3,4;1,00013269;1.279.016.211.014,13;762;3,4;3,39;3,4;0,0149;442,2740;
26/05/2021;3,4;1,00013269;1.281.632.108.311,13;780;3,4;3,39;3,4;0,0147;478,1654;
25/05/2021;3,4;1,00013269;1.316.681.595.724,98;790;3,4;3,39;3,4;0,0140;563,7253;
24/05/2021;3,4;1,00013269;1.315.932.629.471,33;768;3,4;3,39;3,4;0,0141;544,1600;
21/05/2021;3,4;1,00013269;1.299.554.264.188,41;795;3,4;3,39;3,4;0,0144;515,1272;
20/05/2021;3,4;1,00013269;1.367.884.333.557,7;817;3,4;3,39;3,4;0,0129;744,2396;
19/05/2021;3,4;1,00013269;1.382.370.871.984,88;800;3,4;3,39;3,4;0,0130;746,7710;
18/05/2021;3,4;1,00013269;1.397.894.518.042,81;781;3,4;3,39;3,4;0,0134;661,0045;
17/05/2021;3,4;1,00013269;1.393.278.670.589,15;829;3,4;3,39;3,4;0,0148;499,9403;
14/05/2021;3,4;1,00013269;1.306.295.727.386,99;841;3,4;3,39;3,4;0,0145;531,0040;
