Taxa Selic - Dados diários;Filtros aplicados: Data inicial: 02/01/2020 / Data final: 30/09/2025.;;;;;;;;;
Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Taxa média;Taxa mediana;Taxa modal;Desvio padrão;Índice de curtose;
26/05/2023;13,65;1,00050788;1.382.277.685.452,21;728;13,65;13,64;13,65;0,0362;11528,2744;
25/05/2023;13,65;1,00050788;1.432.561.839.385,36;722;13,65;13,64;13,65;0,0367;11500,1471;
24/05/2023;13,65;1,00050788;1.431.386.523.243,96;729;13,65;13,64;13,65;0,0327;13406,5173;
23/05/2023;13,65;1,00050788;1.435.082.103.857,1;712;13,65;13,64;13,65;0,0348;12247,2735;
22/05/2023;13,65;1,00050788;1.444.940.604.202,14;743;13,65;13,64;13,65;0,0237;17974,2662;
19/05/2023;13,65;1,00050788;1.469.276.521.655,04;725;13,65;13,64;13,65;0,0228;18073,4047;
18/05/2023;13,65;1,00050788;1.476.288.545.041,24;723;13,65;13,64;13,65;0,0227;19661,4829;
17/05/2023;13,65;1,00050788;1.477.197.205.891,21;722;13,65;13,64;13,65;0,0216;18561,0767;
16/05/2023;13,65;1,00050788;1.474.129.132.978,22;741;13,65;13,64;13,65;0,0689;3678,2991;
15/05/2023;13,65;1,00050788;1.482.866.887.688,04;751;13,65;13,64;13,65;0,0678;3840,1637;
12/05/2023;13,65;1,00050788;1.287.683.141.704,55;777;13,65;13,64;13,65;0,0418;6727,0488;
11/05/2023;13,65;1,00050788;1.295.715.089.627,64;759;13,65;13,64;13,65;0,0258;15032,8632;
10/05/2023;13,65;1,00050788;1.317.206.804.271,05;788;13,65;13,64;13,65;0,0199;13708,8765;
09/05/2023;13,65;1,00050788;1.315.697.442.304,05;761;13,65;13,64;13,65;0,0273;15524,0717;
08/05/2023;13,65;1,00050788;1.287.637.360.202,63;771;13,65;13,64;13,65;0,0217;13282,1201;
05/05/2023;13,65;1,00050788;1.275.094.277.192,53;729;13,65;13,64;13,65;0,0200;10480,5243;
04/05/2023;13,65;1,00050788;1.316.875.475.127,74;769;13,65;13,64;13,65;0,0238;16225,7556;
03/05/2023;13,65;1,00050788;1.319.106.408.666,61;759;13,65;13,64;13,65;0,0228;16017,4229;
02/05/2023;13,65;1,00050788;1.302.799.695.569,81;770;13,65;13,64;13,65;0,0172;278,3073;
28/04/2023;13,65;1,00050788;1.257.752.115.039;857;13,65;13,64;13,65;0,0308;113,4500;
27/04/2023;13,65;1,00050788;1.329.792.977.353,61;761;13,65;13,64;13,65;0,0164;4609,4372;
26/04/2023;13,65;1,00050788;1.333.242.801.420,85;779;13,65;13,64;13,65;0,0170;5644,4445;
25/04/2023;13,65;1,00050788;1.365.348.161.265,22;751;13,65;13,64;13,65;0,0164;6427,0879;
24/04/2023;13,65;1,00050788;1.361.683.673.263,98;758;13,65;13,64;13,65;0,0198;16816,8005;
20/04/2023;13,65;1,00050788;1.412.323.326.364,06;747;13,65;13,64;13,65;0,0161;2494,0337;
19/04/2023;13,65;1,00050788;1.401.621.473.332,03;755;13,65;13,64;13,65;0,0156;2778,9431;
18/04/2023;13,65;1,00050788;1.412.967.699.040,35;735;13,65;13,64;13,65;0,1064;1706,0664;
17/04/2023;13,65;1,00050788;1.422.058.218.717,78;783;13,65;13,64;13,65;0,0983;1700,3695;
14/04/2023;13,65;1,00050788;1.419.200.391.507,29;753;13,65;13,64;13,65;0,0185;10545,1288;
13/04/2023;13,65;1,00050788;1.440.929.865.925,92;733;13,65;13,64;13,65;0,0157;1156,3376;
12/04/2023;13,65;1,00050788;1.439.775.317.582,75;748;13,65;13,64;13,65;0,0162;1038,0330;
11/04/2023;13,65;1,00050788;1.459.618.802.134,74;778;13,65;13,64;13,65;0,0165;345,5091;
10/04/2023;13,65;1,00050788;1.424.113.208.044,8;731;13,65;13,64;13,65;0,0179;707,6082;
06/04/2023;13,65;1,00050788;1.445.866.172.155,97;748;13,65;13,64;13,65;0,0174;502,3500;
05/04/2023;13,65;1,00050788;1.421.525.555.199,99;730;13,65;13,64;13,65;0,0168;322,7168;
04/04/2023;13,65;1,00050788;1.426.212.724.528,69;716;13,65;13,64;13,65;0,0619;4082,7181;
03/04/2023;13,65;1,00050788;1.388.665.355.850,59;731;13,65;13,64;13,65;0,0628;3938,0513;
31/03/2023;13,65;1,00050788;1.274.581.183.798,16;702;13,65;13,64;13,65;0,0171;423,1823;
30/03/2023;13,65;1,00050788;1.367.643.625.353,06;723;13,65;13,64;13,65;0,0160;357,0615;
29/03/2023;13,65;1,00050788;1.383.330.593.266,29;736;13,65;13,64;13,65;0,0208;15569,9747;
28/03/2023;13,65;1,00050788;1.391.617.528.346,05;726;13,65;13,64;13,65;0,0215;13568,2452;
27/03/2023;13,65;1,00050788;1.396.253.364.404,03;741;13,65;13,64;13,65;0,0210;15412,1502;
24/03/2023;13,65;1,00050788;1.411.017.962.118,71;760;13,65;13,64;13,65;0,0229;15412,7944;
23/03/2023;13,65;1,00050788;1.429.923.772.013,2;757;13,65;13,64;13,65;0,0191;11219,4699;
22/03/2023;13,65;1,00050788;1.444.806.721.064,57;746;13,65;13,64;13,65;0,0176;2699,8872;
21/03/2023;13,65;1,00050788;1.456.169.376.876,3;753;13,65;13,64;13,65;0,0175;2560,4564;
20/03/2023;13,65;1,00050788;1.513.396.032.130,39;772;13,65;13,64;13,65;0,0167;365,1127;
17/03/2023;13,65;1,00050788;1.485.193.205.933,3;763;13,65;13,64;13,65;0,0163;374,9266;
16/03/2023;13,65;1,00050788;1.507.570.951.313,12;726;13,65;13,64;13,65;0,0164;376,8369;
15/03/2023;13,65;1,00050788;1.502.001.268.117,01;735;13,65;13,64;13,65;0,0170;591,1365;
14/03/2023;13,65;1,00050788;1.521.890.273.551,38;726;13,65;13,64;13,65;0,0158;350,9380;
13/03/2023;13,65;1,00050788;1.518.315.923.151,49;625;13,65;13,64;13,65;0,0155;380,1163;
10/03/2023;13,65;1,00050788;1.510.668.645.761,5;721;13,65;13,64;13,65;0,0169;485,3060;
09/03/2023;13,65;1,00050788;1.539.133.129.728,8;765;13,65;13,64;13,65;0,0178;11603,9430;
08/03/2023;13,65;1,00050788;1.526.136.329.250,46;764;13,65;13,64;13,65;0,0157;437,3154;
07/03/2023;13,65;1,00050788;1.544.569.438.664,71;761;13,65;13,64;13,65;0,0164;358,9638;
06/03/2023;13,65;1,00050788;1.546.422.664.772,37;745;13,65;13,64;13,65;0,0164;362,3669;
03/03/2023;13,65;1,00050788;1.543.639.819.097,86;747;13,65;13,64;13,65;0,0160;372,0530;
02/03/2023;13,65;1,00050788;1.544.357.846.154,79;742;13,65;13,64;13,65;0,0161;383,7522;
01/03/2023;13,65;1,00050788;1.499.872.544.040,71;788;13,65;13,64;13,65;0,0180;311,1096;
28/02/2023;13,65;1,00050788;1.308.831.643.362,36;723;13,65;13,64;13,65;0,0183;297,5036;
27/02/2023;13,65;1,00050788;1.320.152.308.033,69;752;13,65;13,64;13,65;0,0164;350,2116;
24/02/2023;13,65;1,00050788;1.315.983.774.399,12;744;13,65;13,64;13,65;0,0174;293,6905;
23/02/2023;13,65;1,00050788;1.336.632.023.925,55;755;13,65;13,64;13,65;0,0174;338,6084;
22/02/2023;13,65;1,00050788;1.326.929.536.232,09;761;13,65;13,64;13,65;0,0175;331,9774;
17/02/2023;13,65;1,00050788;1.377.765.877.488,69;713;13,65;13,64;13,65;0,0161;367,0465;
16/02/2023;13,65;1,00050788;1.408.959.937.812,93;754;13,65;13,64;13,65;0,0159;401,2128;
15/02/2023;13,65;1,00050788;1.398.895.582.643,59;754;13,65;13,64;13,65;0,0168;337,2626;
14/02/2023;13,65;1,00050788;1.390.200.135.509,63;769;13,65;13,64;13,65;0,0164;376,3553;
13/02/2023;13,65;1,00050788;1.378.214.885.630,46;757;13,65;13,64;13,65;0,0179;297,3898;
10/02/2023;13,65;1,00050788;1.400.966.366.335,03;767;13,65;13,64;13,65;0,0174;348,9649;
09/02/2023;13,65;1,00050788;1.364.417.947.342,63;742;13,65;13,64;13,65;0,0167;394,2058;
08/02/2023;13,65;1,00050788;1.354.168.924.291,58;764;13,65;13,64;13,65;0,0177;320,0756;
07/02/2023;13,65;1,00050788;1.353.628.794.434,74;788;13,65;13,64;13,65;0,0192;278,3608;
06/02/2023;13,65;1,00050788;1.342.136.958.817,77;767;13,65;13,64;13,65;0,0185;319,8842;
03/02/2023;13,65;1,00050788;1.304.984.000.181,93;761;13,65;13,64;13,65;0,0188;294,5484;
02/02/2023;13,65;1,00050788;1.308.137.204.521,94;748;13,65;13,64;13,65;0,0186;340,2647;
01/02/2023;13,65;1,00050788;1.301.772.809.799,7;762;13,65;13,64;13,65;0,0178;357,3712;
31/01/2023;13,65;1,00050788;1.307.592.213.984,2;841;13,65;13,64;13,65;0,0193;265,2424;
30/01/2023;13,65;1,00050788;1.346.296.384.202,67;755;13,65;13,64;13,65;0,0176;338,4296;
27/01/2023;13,65;1,00050788;1.336.937.967.865,84;763;13,65;13,64;13,65;0,0187;415,7376;
26/01/2023;13,65;1,00050788;1.329.562.209.276,32;841;13,65;13,64;13,65;0,0207;338,8522;
25/01/2023;13,65;1,00050788;1.358.814.530.660,58;739;13,65;13,64;13,65;0,0190;388,1657;
24/01/2023;13,65;1,00050788;1.386.486.127.007,92;722;13,65;13,64;13,65;0,0186;441,2874;
23/01/2023;13,65;1,00050788;1.386.107.459.277,3;753;13,65;13,64;13,65;0,0189;428,5636;
20/01/2023;13,65;1,00050788;1.418.717.397.029,74;642;13,65;13,64;13,65;0,0186;449,8686;
19/01/2023;13,65;1,00050788;1.440.655.368.129,46;743;13,65;13,64;13,65;0,0181;482,5041;
18/01/2023;13,65;1,00050788;1.435.945.439.545,45;750;13,65;13,64;13,65;0,0179;527,5747;
17/01/2023;13,65;1,00050788;1.446.857.068.845,44;757;13,65;13,64;13,65;0,0183;479,6617;
16/01/2023;13,65;1,00050788;1.424.890.998.180,77;746;13,65;13,64;13,65;0,0193;410,3908;
13/01/2023;13,65;1,00050788;1.418.059.744.172,7;769;13,65;13,64;13,65;0,0188;451,6814;
12/01/2023;13,65;1,00050788;1.441.357.098.695,49;764;13,65;13,64;13,65;0,0177;536,4359;
11/01/2023;13,65;1,00050788;1.447.083.474.613,72;741;13,65;13,64;13,65;0,0187;475,9454;
10/01/2023;13,65;1,00050788;1.477.368.952.193,06;736;13,65;13,64;13,65;0,0181;501,2775;
09/01/2023;13,65;1,00050788;1.457.710.293.710,57;775;13,65;13,64;13,65;0,0184;493,2260;
06/01/2023;13,65;1,00050788;1.472.481.743.741,24;846;13,65;13,64;13,65;0,0191;415,2877;
05/01/2023;13,65;1,00050788;1.502.679.543.210,94;854;13,65;13,64;13,65;0,0193;370,2623;
04/01/2023;13,65;1,00050788;1.505.203.943.048,2;839;13,65;13,64;13,65;0,0193;363,2033;
03/01/2023;13,65;1,00050788;1.493.985.963.926,39;903;13,65;13,64;13,65;0,0210;281,9895;
02/01/2023;13,65;1,00050788;1.491.916.331.339,62;921;13,65;13,64;13,65;0,0207;297,4694;
30/12/2022;13,65;1,00050788;967.142.939.352,06;349;13,65;13,65;13,65;0,0181;284,2619;
29/12/2022;13,65;1,00050788;1.022.151.482.258,82;395;13,65;13,65;13,65;0,0183;210,5219;
28/12/2022;13,65;1,00050788;1.127.561.421.919,98;855;13,65;13,64;13,65;0,0216;332,0464;
27/12/2022;13,65;1,00050788;1.112.489.222.865,51;871;13,65;13,64;13,65;0,0213;346,5816;
26/12/2022;13,65;1,00050788;1.119.650.932.045,23;857;13,65;13,64;13,65;0,0209;335,8211;
23/12/2022;13,65;1,00050788;1.137.966.214.680,75;848;13,65;13,64;13,65;0,0198;394,5656;
22/12/2022;13,65;1,00050788;1.148.323.789.632,59;839;13,65;13,64;13,65;0,0200;414,2259;
21/12/2022;13,65;1,00050788;1.194.199.633.367,08;857;13,65;13,64;13,65;0,0186;520,6789;
20/12/2022;13,65;1,00050788;1.238.349.121.254,98;759;13,65;13,64;13,65;0,0188;503,3598;
19/12/2022;13,65;1,00050788;1.235.877.559.118,11;849;13,65;13,64;13,65;0,0189;436,7300;
16/12/2022;13,65;1,00050788;1.238.960.964.542,66;850;13,65;13,64;13,65;0,0197;358,2624;
15/12/2022;13,65;1,00050788;1.261.852.037.289,66;844;13,65;13,64;13,65;0,0186;431,8644;
14/12/2022;13,65;1,00050788;1.256.891.120.001,28;809;13,65;13,64;13,65;0,0190;443,8689;
13/12/2022;13,65;1,00050788;1.269.028.934.887,26;834;13,65;13,64;13,65;0,0192;445,5392;
12/12/2022;13,65;1,00050788;1.264.066.079.848,24;792;13,65;13,64;13,65;0,0188;441,6611;
09/12/2022;13,65;1,00050788;1.276.423.583.390,25;747;13,65;13,64;13,65;0,0186;487,4225;
08/12/2022;13,65;1,00050788;1.255.944.602.379,47;735;13,65;13,64;13,65;0,0188;463,3697;
07/12/2022;13,65;1,00050788;1.260.638.324.217,46;744;13,65;13,64;13,65;0,0194;418,0834;
06/12/2022;13,65;1,00050788;1.279.383.864.262,2;837;13,65;13,64;13,65;0,0192;422,8345;
05/12/2022;13,65;1,00050788;1.274.999.113.795,09;819;13,65;13,64;13,65;0,0196;406,7156;
02/12/2022;13,65;1,00050788;1.273.766.448.992,07;807;13,65;13,64;13,65;0,0191;467,9035;
01/12/2022;13,65;1,00050788;1.275.065.935.468,55;755;13,65;13,64;13,65;0,0187;513,4663;
30/11/2022;13,65;1,00050788;1.251.999.183.360,39;758;13,65;13,64;13,65;0,0193;469,2811;
29/11/2022;13,65;1,00050788;1.291.282.772.130,93;846;13,65;13,64;13,65;0,0193;496,8894;
28/11/2022;13,65;1,00050788;1.297.076.251.541,01;830;13,65;13,64;13,65;0,0198;446,9544;
25/11/2022;13,65;1,00050788;1.292.226.706.456,74;748;13,65;13,64;13,65;0,0200;351,0042;
24/11/2022;13,65;1,00050788;1.292.723.788.732,86;827;13,65;13,64;13,65;0,0200;349,9855;
23/11/2022;13,65;1,00050788;1.297.657.872.814,98;830;13,65;13,64;13,65;0,0195;391,4124;
22/11/2022;13,65;1,00050788;1.306.528.921.553,33;730;13,65;13,64;13,65;0,0188;455,9255;
21/11/2022;13,65;1,00050788;1.320.279.249.465,84;778;13,65;13,64;13,65;0,0190;414,6411;
18/11/2022;13,65;1,00050788;1.370.563.865.615,01;744;13,65;13,64;13,65;0,0178;560,7518;
17/11/2022;13,65;1,00050788;1.374.297.214.640,19;732;13,65;13,64;13,65;0,0177;484,7119;
16/11/2022;13,65;1,00050788;1.366.220.310.964,68;736;13,65;13,64;13,65;0,0183;424,8392;
14/11/2022;13,65;1,00050788;1.335.679.884.336,72;749;13,65;13,64;13,65;0,0186;427,4121;
11/11/2022;13,65;1,00050788;1.361.018.267.918,43;750;13,65;13,64;13,65;0,0179;463,4646;
10/11/2022;13,65;1,00050788;1.393.306.414.554,37;705;13,65;13,64;13,65;0,0171;492,6101;
09/11/2022;13,65;1,00050788;1.389.017.782.369,13;692;13,65;13,64;13,65;0,0185;407,2580;
08/11/2022;13,65;1,00050788;1.391.779.834.888,07;740;13,65;13,64;13,65;0,0185;415,2426;
07/11/2022;13,65;1,00050788;1.354.368.324.857,11;708;13,65;13,64;13,65;0,0203;7875,5946;
04/11/2022;13,65;1,00050788;1.368.179.493.932,78;702;13,65;13,64;13,65;0,0187;435,4559;
03/11/2022;13,65;1,00050788;1.381.941.240.522,06;700;13,65;13,64;13,65;0,0189;419,6028;
01/11/2022;13,65;1,00050788;1.385.232.762.411,1;694;13,65;13,64;13,65;0,0183;466,4757;
31/10/2022;13,65;1,00050788;1.395.234.650.792,63;709;13,65;13,64;13,65;0,0187;429,6784;
28/10/2022;13,65;1,00050788;1.425.013.380.767,87;701;13,65;13,64;13,65;0,0183;457,5734;
27/10/2022;13,65;1,00050788;1.447.845.897.226,15;684;13,65;13,64;13,65;0,0187;436,3021;
26/10/2022;13,65;1,00050788;1.433.083.827.062,18;700;13,65;13,64;13,65;0,0190;418,4794;
25/10/2022;13,65;1,00050788;1.459.623.891.918,91;731;13,65;13,64;13,65;0,0178;541,1959;
24/10/2022;13,65;1,00050788;1.440.349.144.211,37;731;13,65;13,64;13,65;0,0175;472,8266;
21/10/2022;13,65;1,00050788;1.444.908.437.951,57;736;13,65;13,64;13,65;0,0173;494,3120;
20/10/2022;13,65;1,00050788;1.516.616.902.416,14;752;13,65;13,64;13,65;0,0168;532,6004;
19/10/2022;13,65;1,00050788;1.530.092.088.680,66;746;13,65;13,64;13,65;0,0177;432,2048;
18/10/2022;13,65;1,00050788;1.539.251.851.214,14;753;13,65;13,64;13,65;0,0168;510,0387;
17/10/2022;13,65;1,00050788;1.530.336.785.161,57;739;13,65;13,64;13,65;0,0173;449,8268;
14/10/2022;13,65;1,00050788;1.527.544.623.288,14;715;13,65;13,64;13,65;0,0173;455,9436;
13/10/2022;13,65;1,00050788;1.543.224.473.897,54;780;13,65;13,64;13,65;0,0175;462,2724;
11/10/2022;13,65;1,00050788;1.574.885.523.674,19;751;13,65;13,64;13,65;0,0163;531,4063;
10/10/2022;13,65;1,00050788;1.568.677.624.596,86;734;13,65;13,64;13,65;0,0169;499,1131;
07/10/2022;13,65;1,00050788;1.518.764.812.596,11;725;13,65;13,64;13,65;0,0179;473,7124;
06/10/2022;13,65;1,00050788;1.537.578.673.120,48;748;13,65;13,64;13,65;0,0179;510,9438;
05/10/2022;13,65;1,00050788;1.525.316.238.981,9;743;13,65;13,64;13,65;0,0176;507,2963;
04/10/2022;13,65;1,00050788;1.553.535.978.688,38;763;13,65;13,64;13,65;0,0183;455,5486;
03/10/2022;13,65;1,00050788;1.563.388.457.217,5;761;13,65;13,64;13,65;0,0189;468,1549;
30/09/2022;13,65;1,00050788;1.375.396.604.660,92;726;13,65;13,64;13,65;0,0204;382,6724;
29/09/2022;13,65;1,00050788;1.433.586.248.117,49;778;13,65;13,64;13,65;0,0250;190,3731;
28/09/2022;13,65;1,00050788;1.430.207.422.839,01;716;13,65;13,64;13,65;0,0193;383,9804;
27/09/2022;13,65;1,00050788;1.442.581.594.282,5;752;13,65;13,64;13,65;0,0194;870,1587;
26/09/2022;13,65;1,00050788;1.432.488.983.974,04;750;13,65;13,64;13,65;0,0186;463,3621;
23/09/2022;13,65;1,00050788;1.429.299.540.532,87;781;13,65;13,64;13,65;0,0188;558,6954;
22/09/2022;13,65;1,00050788;1.442.594.814.343,55;758;13,65;13,64;13,65;0,0188;468,1485;
21/09/2022;13,65;1,00050788;1.436.284.551.062,47;778;13,65;13,64;13,65;0,0182;533,9389;
20/09/2022;13,65;1,00050788;1.484.166.678.883,79;730;13,65;13,64;13,65;0,0185;455,3999;
19/09/2022;13,65;1,00050788;1.510.619.728.045,04;754;13,65;13,64;13,65;0,0183;425,2264;
16/09/2022;13,65;1,00050788;1.493.927.504.973,4;724;13,65;13,64;13,65;0,0171;531,2669;
15/09/2022;13,65;1,00050788;1.507.821.754.477,27;717;13,65;13,64;13,65;0,0183;440,2252;
14/09/2022;13,65;1,00050788;1.516.145.941.077,22;751;13,65;13,64;13,65;0,0172;522,1171;
13/09/2022;13,65;1,00050788;1.526.922.219.423,26;776;13,65;13,64;13,65;0,0172;517,4820;
12/09/2022;13,65;1,00050788;1.525.526.777.563,93;732;13,65;13,64;13,65;0,0178;476,7667;
09/09/2022;13,65;1,00050788;1.524.825.141.490,82;741;13,65;13,64;13,65;0,0173;522,5851;
08/09/2022;13,65;1,00050788;1.540.389.255.533,5;735;13,65;13,64;13,65;0,0178;481,0755;
06/09/2022;13,65;1,00050788;1.536.431.309.753,18;773;13,65;13,64;13,65;0,0185;451,9658;
05/09/2022;13,65;1,00050788;1.545.853.126.838,94;749;13,65;13,64;13,65;0,0182;482,1288;
02/09/2022;13,65;1,00050788;1.520.198.779.183,05;759;13,65;13,64;13,65;0,0181;487,3842;
01/09/2022;13,65;1,00050788;1.534.267.956.012,44;771;13,65;13,64;13,65;0,0182;463,9940;
31/08/2022;13,65;1,00050788;1.286.462.010.282,97;730;13,65;13,64;13,65;0,0208;328,5808;
30/08/2022;13,65;1,00050788;1.345.261.072.477,21;745;13,65;13,64;13,65;0,0190;422,0191;
29/08/2022;13,65;1,00050788;1.344.509.694.928,51;720;13,65;13,64;13,65;0,0185;486,0943;
26/08/2022;13,65;1,00050788;1.333.903.563.772,83;709;13,65;13,64;13,65;0,0185;469,4260;
25/08/2022;13,65;1,00050788;1.364.451.969.129,89;767;13,65;13,64;13,65;0,0178;426,9254;
24/08/2022;13,65;1,00050788;1.370.612.682.811,56;741;13,65;13,64;13,65;0,0184;407,7373;
23/08/2022;13,65;1,00050788;1.386.217.095.252,5;721;13,65;13,64;13,65;0,0214;457,9778;
22/08/2022;13,65;1,00050788;1.375.796.150.366,87;757;13,65;13,64;13,65;0,0222;385,8214;
19/08/2022;13,65;1,00050788;1.416.030.265.972,39;724;13,65;13,64;13,65;0,0211;448,7889;
18/08/2022;13,65;1,00050788;1.454.899.053.353,16;744;13,65;13,64;13,65;0,0202;565,1370;
17/08/2022;13,65;1,00050788;1.447.932.137.678,34;760;13,65;13,64;13,65;0,0206;521,9160;
16/08/2022;13,65;1,00050788;1.463.168.906.252,98;768;13,65;13,64;13,65;0,0219;430,8573;
15/08/2022;13,65;1,00050788;1.445.979.833.342,55;758;13,65;13,64;13,65;0,0247;280,0707;
12/08/2022;13,65;1,00050788;1.291.358.699.514,22;778;13,65;13,64;13,65;0,0220;424,5577;
11/08/2022;13,65;1,00050788;1.291.820.899.626,43;759;13,65;13,64;13,65;0,0226;393,3619;
10/08/2022;13,65;1,00050788;1.297.623.368.472,15;741;13,65;13,64;13,65;0,0225;382,1202;
09/08/2022;13,65;1,00050788;1.282.010.740.245,9;750;13,65;13,64;13,65;0,0229;744,6258;
08/08/2022;13,65;1,00050788;1.266.596.163.759,81;736;13,65;13,64;13,65;0,0220;405,2126;
05/08/2022;13,65;1,00050788;1.260.337.997.539,34;737;13,65;13,64;13,65;0,0226;383,8285;
04/08/2022;13,65;1,00050788;1.267.420.763.243,15;762;13,65;13,64;13,65;0,0224;412,7057;
03/08/2022;13,15;1,00049037;1.229.464.628.015,84;724;13,15;13,14;13,15;0,0221;388,2114;
02/08/2022;13,15;1,00049037;1.225.573.764.464,06;737;13,15;13,14;13,15;0,0221;396,3415;
01/08/2022;13,15;1,00049037;1.228.577.772.747,14;754;13,15;13,14;13,15;0,0218;400,3737;
29/07/2022;13,15;1,00049037;1.244.689.683.367,88;753;13,15;13,14;13,15;0,0220;389,6481;
28/07/2022;13,15;1,00049037;1.283.862.068.857,57;736;13,15;13,14;13,15;0,0213;438,0951;
27/07/2022;13,15;1,00049037;1.291.179.554.402,1;705;13,15;13,14;13,15;0,0226;362,9143;
26/07/2022;13,15;1,00049037;1.284.197.209.155,22;732;13,15;13,14;13,15;0,0228;339,7229;
25/07/2022;13,15;1,00049037;1.331.337.463.622,56;747;13,15;13,14;13,15;0,0216;396,6767;
22/07/2022;13,15;1,00049037;1.322.074.890.832,66;746;13,15;13,14;13,15;0,0226;342,4514;
21/07/2022;13,15;1,00049037;1.331.454.723.036,35;707;13,15;13,14;13,15;0,0222;371,9901;
20/07/2022;13,15;1,00049037;1.393.224.339.900,23;724;13,15;13,14;13,15;0,0210;435,3250;
19/07/2022;13,15;1,00049037;1.389.636.881.726,68;739;13,15;13,14;13,15;0,0203;485,9237;
18/07/2022;13,15;1,00049037;1.381.842.170.643,02;743;13,15;13,14;13,15;0,0212;427,7559;
15/07/2022;13,15;1,00049037;1.404.336.392.988,62;752;13,15;13,14;13,15;0,0201;491,1403;
14/07/2022;13,15;1,00049037;1.402.397.336.087,03;746;13,15;13,14;13,15;0,0209;430,7654;
13/07/2022;13,15;1,00049037;1.410.345.597.967,68;745;13,15;13,14;13,15;0,0205;466,4115;
12/07/2022;13,15;1,00049037;1.406.416.358.112,72;731;13,15;13,14;13,15;0,0203;498,9506;
11/07/2022;13,15;1,00049037;1.403.591.375.010,19;748;13,15;13,14;13,15;0,0213;406,6063;
08/07/2022;13,15;1,00049037;1.398.886.816.479,31;676;13,15;13,14;13,15;0,0210;411,1419;
07/07/2022;13,15;1,00049037;1.419.665.967.680,24;727;13,15;13,14;13,15;0,0204;474,0168;
06/07/2022;13,15;1,00049037;1.398.912.973.187,34;720;13,15;13,14;13,15;0,0207;455,1608;
05/07/2022;13,15;1,00049037;1.385.002.076.948,67;703;13,15;13,14;13,15;0,0223;373,3160;
04/07/2022;13,15;1,00049037;1.388.048.770.897,8;740;13,15;13,14;13,15;0,0220;388,4685;
01/07/2022;13,15;1,00049037;1.359.239.198.926,19;763;13,15;13,14;13,15;0,0229;394,2155;
30/06/2022;13,15;1,00049037;1.146.781.329.440,8;729;13,15;13,14;13,15;0,0255;297,9997;
29/06/2022;13,15;1,00049037;1.215.156.506.933,49;727;13,15;13,14;13,15;0,0232;327,4872;
28/06/2022;13,15;1,00049037;1.235.952.556.857,17;736;13,15;13,14;13,15;0,0227;357,4935;
27/06/2022;13,15;1,00049037;1.241.993.997.469,65;739;13,15;13,14;13,15;0,0232;330,9137;
24/06/2022;13,15;1,00049037;1.239.381.296.582,4;759;13,15;13,14;13,15;0,0231;359,8335;
23/06/2022;13,15;1,00049037;1.249.641.601.792,2;742;13,15;13,14;13,15;0,0199;412,4866;
22/06/2022;13,15;1,00049037;1.243.775.235.881,42;734;13,15;13,14;13,15;0,0240;324,1283;
21/06/2022;13,15;1,00049037;1.266.967.263.352,13;742;13,15;13,14;13,15;0,0238;336,3593;
20/06/2022;13,15;1,00049037;1.299.077.766.184,25;759;13,15;13,14;13,15;0,0227;396,9170;
17/06/2022;13,15;1,00049037;1.314.780.639.479,51;747;13,15;13,14;13,15;0,0229;355,6858;
15/06/2022;12,65;1,00047279;1.279.599.011.552,07;762;12,65;12,64;12,65;0,0221;364,5615;
14/06/2022;12,65;1,00047279;1.297.152.254.729,55;761;12,65;12,64;12,65;0,0207;423,8948;
13/06/2022;12,65;1,00047279;1.300.502.930.250,6;763;12,65;12,64;12,65;0,0231;317,5179;
10/06/2022;12,65;1,00047279;1.283.608.720.202,17;760;12,65;12,64;12,65;0,0236;297,5189;
09/06/2022;12,65;1,00047279;1.292.155.940.915,17;756;12,65;12,64;12,65;0,0246;278,5333;
08/06/2022;12,65;1,00047279;1.272.713.844.328,65;767;12,65;12,64;12,65;0,0219;374,0426;
07/06/2022;12,65;1,00047279;1.276.073.304.525,58;752;12,65;12,64;12,65;0,0241;654,7821;
06/06/2022;12,65;1,00047279;1.286.731.986.186,17;752;12,65;12,64;12,65;0,0371;1432,7383;
03/06/2022;12,65;1,00047279;1.275.975.571.564,82;742;12,65;12,64;12,65;0,0212;426,7215;
02/06/2022;12,65;1,00047279;1.293.212.741.649,19;746;12,65;12,64;12,65;0,0220;379,4512;
01/06/2022;12,65;1,00047279;1.254.177.702.957,4;767;12,65;12,64;12,65;0,0230;359,3537;
31/05/2022;12,65;1,00047279;1.233.163.904.832,05;767;12,65;12,64;12,65;0,0229;346,8644;
30/05/2022;12,65;1,00047279;1.250.771.347.673,13;770;12,65;12,64;12,65;0,0222;362,1017;
27/05/2022;12,65;1,00047279;1.241.361.915.022,98;766;12,65;12,64;12,65;0,0220;362,4428;
26/05/2022;12,65;1,00047279;1.253.762.957.119,14;763;12,65;12,64;12,65;0,0214;402,4260;
25/05/2022;12,65;1,00047279;1.270.315.323.634,2;748;12,65;12,64;12,65;0,0212;410,1219;
24/05/2022;12,65;1,00047279;1.289.425.879.490,37;749;12,65;12,64;12,65;0,0220;356,5067;
23/05/2022;12,65;1,00047279;1.291.645.864.091,48;734;12,65;12,64;12,65;0,0216;377,7869;
20/05/2022;12,65;1,00047279;1.323.839.823.003,05;755;12,65;12,64;12,65;0,0210;397,5717;
